STATISTIC Label,Year,Age Group,Sex,UNIT,VALUE
Population Estimates (Persons in April),2006,45 - 64 years,Both sexes,Thousand,924
Population Estimates (Persons in April),2006,45 - 64 years,Male,Thousand,465
Population Estimates (Persons in April),2006,45 - 64 years,Female,Thousand,458
Population Estimates (Persons in April),2006,50 - 54 years,Both sexes,Thousand,246
Population Estimates (Persons in April),2006,50 - 54 years,Male,Thousand,124
Population Estimates (Persons in April),2006,50 - 54 years,Female,Thousand,122
Population Estimates (Persons in April),2006,55 - 59 years,Both sexes,Thousand,224
Population Estimates (Persons in April),2006,55 - 59 years,Male,Thousand,113
Population Estimates (Persons in April),2006,55 - 59 years,Female,Thousand,111
Population Estimates (Persons in April),2006,60 - 64 years,Both sexes,Thousand,180
Population Estimates (Persons in April),2006,60 - 64 years,Male,Thousand,91
Population Estimates (Persons in April),2006,60 - 64 years,Female,Thousand,89
Population Estimates (Persons in April),2006,65 - 69 years,Both sexes,Thousand,141
Population Estimates (Persons in April),2006,65 - 69 years,Male,Thousand,70
Population Estimates (Persons in April),2006,65 - 69 years,Female,Thousand,71
Population Estimates (Persons in April),2006,65 years and over,Both sexes,Thousand,462
Population Estimates (Persons in April),2006,65 years and over,Male,Thousand,205
Population Estimates (Persons in April),2006,65 years and over,Female,Thousand,258
Population Estimates (Persons in April),2006,70 - 74 years,Both sexes,Thousand,118
Population Estimates (Persons in April),2006,70 - 74 years,Male,Thousand,56
Population Estimates (Persons in April),2006,70 - 74 years,Female,Thousand,62
Population Estimates (Persons in April),2006,75 - 79 years,Both sexes,Thousand,91
Population Estimates (Persons in April),2006,75 - 79 years,Male,Thousand,40
Population Estimates (Persons in April),2006,75 - 79 years,Female,Thousand,52
Population Estimates (Persons in April),2006,80 - 84 years,Both sexes,Thousand,64
Population Estimates (Persons in April),2006,80 - 84 years,Male,Thousand,25
Population Estimates (Persons in April),2006,80 - 84 years,Female,Thousand,40
Population Estimates (Persons in April),2006,85 years and over,Both sexes,Thousand,48
Population Estimates (Persons in April),2006,85 years and over,Male,Thousand,15
Population Estimates (Persons in April),2006,85 years and over,Female,Thousand,33
Population Estimates (Persons in April),2006,All ages,Both sexes,Thousand,4233
Population Estimates (Persons in April),2006,All ages,Male,Thousand,2117
Population Estimates (Persons in April),2006,All ages,Female,Thousand,2116
Population Estimates (Persons in April),2007,Under 1 year,Both sexes,Thousand,66
Population Estimates (Persons in April),2007,Under 1 year,Male,Thousand,34
Population Estimates (Persons in April),2007,Under 1 year,Female,Thousand,32
Population Estimates (Persons in April),2007,0 - 4 years,Both sexes,Thousand,311
Population Estimates (Persons in April),2007,0 - 4 years,Male,Thousand,159
Population Estimates (Persons in April),2007,0 - 4 years,Female,Thousand,151
Population Estimates (Persons in April),2007,0 - 14 years,Both sexes,Thousand,884
Population Estimates (Persons in April),2007,0 - 14 years,Male,Thousand,453
Population Estimates (Persons in April),2007,0 - 14 years,Female,Thousand,431
Population Estimates (Persons in April),2007,1 - 4 years,Both sexes,Thousand,244
Population Estimates (Persons in April),2007,1 - 4 years,Male,Thousand,125
Population Estimates (Persons in April),2007,1 - 4 years,Female,Thousand,119
Population Estimates (Persons in April),2007,5 - 9 years,Both sexes,Thousand,297
Population Estimates (Persons in April),2007,5 - 9 years,Male,Thousand,152
Population Estimates (Persons in April),2007,5 - 9 years,Female,Thousand,145
Population Estimates (Persons in April),2007,10 - 14 years,Both sexes,Thousand,277
Population Estimates (Persons in April),2007,10 - 14 years,Male,Thousand,142
Population Estimates (Persons in April),2007,10 - 14 years,Female,Thousand,135
Population Estimates (Persons in April),2007,15 - 19 years,Both sexes,Thousand,291
Population Estimates (Persons in April),2007,15 - 19 years,Male,Thousand,148
Population Estimates (Persons in April),2007,15 - 19 years,Female,Thousand,144
Population Estimates (Persons in April),2007,15 - 24 years,Both sexes,Thousand,663
Population Estimates (Persons in April),2007,15 - 24 years,Male,Thousand,335
Population Estimates (Persons in April),2007,15 - 24 years,Female,Thousand,328
Population Estimates (Persons in April),2007,15 years and over,Both sexes,Thousand,3492
Population Estimates (Persons in April),2007,15 years and over,Male,Thousand,1738
Population Estimates (Persons in April),2007,15 years and over,Female,Thousand,1754
Population Estimates (Persons in April),2007,20 - 24 years,Both sexes,Thousand,372
Population Estimates (Persons in April),2007,20 - 24 years,Male,Thousand,188
Population Estimates (Persons in April),2007,20 - 24 years,Female,Thousand,184
Population Estimates (Persons in April),2007,25 - 29 years,Both sexes,Thousand,400
Population Estimates (Persons in April),2007,25 - 29 years,Male,Thousand,203
Population Estimates (Persons in April),2007,25 - 29 years,Female,Thousand,197
Population Estimates (Persons in April),2007,25 - 44 years,Both sexes,Thousand,1405
Population Estimates (Persons in April),2007,25 - 44 years,Male,Thousand,713
Population Estimates (Persons in April),2007,25 - 44 years,Female,Thousand,691
Population Estimates (Persons in April),2007,30 - 34 years,Both sexes,Thousand,361
Population Estimates (Persons in April),2007,30 - 34 years,Male,Thousand,185
Population Estimates (Persons in April),2007,30 - 34 years,Female,Thousand,177
Population Estimates (Persons in April),2007,35 - 39 years,Both sexes,Thousand,335
Population Estimates (Persons in April),2007,35 - 39 years,Male,Thousand,171
Population Estimates (Persons in April),2007,35 - 39 years,Female,Thousand,164
Population Estimates (Persons in April),2007,40 - 44 years,Both sexes,Thousand,308
Population Estimates (Persons in April),2007,40 - 44 years,Male,Thousand,155
Population Estimates (Persons in April),2007,40 - 44 years,Female,Thousand,153
Population Estimates (Persons in April),2007,45 - 49 years,Both sexes,Thousand,281
Population Estimates (Persons in April),2007,45 - 49 years,Male,Thousand,141
Population Estimates (Persons in April),2007,45 - 49 years,Female,Thousand,140
Population Estimates (Persons in April),2007,45 - 64 years,Both sexes,Thousand,953
Population Estimates (Persons in April),2007,45 - 64 years,Male,Thousand,480
Population Estimates (Persons in April),2007,45 - 64 years,Female,Thousand,473
Population Estimates (Persons in April),2007,50 - 54 years,Both sexes,Thousand,253
Population Estimates (Persons in April),2007,50 - 54 years,Male,Thousand,127
Population Estimates (Persons in April),2007,50 - 54 years,Female,Thousand,126
Population Estimates (Persons in April),2007,55 - 59 years,Both sexes,Thousand,228
Population Estimates (Persons in April),2007,55 - 59 years,Male,Thousand,115
Population Estimates (Persons in April),2007,55 - 59 years,Female,Thousand,113
Population Estimates (Persons in April),2007,60 - 64 years,Both sexes,Thousand,191
Population Estimates (Persons in April),2007,60 - 64 years,Male,Thousand,96
Population Estimates (Persons in April),2007,60 - 64 years,Female,Thousand,95
Population Estimates (Persons in April),2007,65 - 69 years,Both sexes,Thousand,144
Population Estimates (Persons in April),2007,65 - 69 years,Male,Thousand,72
Population Estimates (Persons in April),2007,65 - 69 years,Female,Thousand,72
Population Estimates (Persons in April),2007,65 years and over,Both sexes,Thousand,471
Population Estimates (Persons in April),2007,65 years and over,Male,Thousand,210
Population Estimates (Persons in April),2007,65 years and over,Female,Thousand,261
Population Estimates (Persons in April),2007,70 - 74 years,Both sexes,Thousand,120
Population Estimates (Persons in April),2007,70 - 74 years,Male,Thousand,57
Population Estimates (Persons in April),2007,70 - 74 years,Female,Thousand,63
Population Estimates (Persons in April),2007,75 - 79 years,Both sexes,Thousand,93
Population Estimates (Persons in April),2007,75 - 79 years,Male,Thousand,41
Population Estimates (Persons in April),2007,75 - 79 years,Female,Thousand,52
Population Estimates (Persons in April),2007,80 - 84 years,Both sexes,Thousand,66
Population Estimates (Persons in April),2007,80 - 84 years,Male,Thousand,25
Population Estimates (Persons in April),2007,80 - 84 years,Female,Thousand,41
Population Estimates (Persons in April),2007,85 years and over,Both sexes,Thousand,49
Population Estimates (Persons in April),2007,85 years and over,Male,Thousand,15
Population Estimates (Persons in April),2007,85 years and over,Female,Thousand,34
Population Estimates (Persons in April),2007,All ages,Both sexes,Thousand,4376
Population Estimates (Persons in April),2007,All ages,Male,Thousand,2191
Population Estimates (Persons in April),2007,All ages,Female,Thousand,2185
Population Estimates (Persons in April),2008,Under 1 year,Both sexes,Thousand,72
Population Estimates (Persons in April),2008,Under 1 year,Male,Thousand,37
Population Estimates (Persons in April),2008,Under 1 year,Female,Thousand,36
Population Estimates (Persons in April),2008,0 - 4 years,Both sexes,Thousand,324
Population Estimates (Persons in April),2008,0 - 4 years,Male,Thousand,166
Population Estimates (Persons in April),2008,0 - 4 years,Female,Thousand,158
Population Estimates (Persons in April),2008,0 - 14 years,Both sexes,Thousand,913
Population Estimates (Persons in April),2008,0 - 14 years,Male,Thousand,468
Population Estimates (Persons in April),2008,0 - 14 years,Female,Thousand,446
Population Estimates (Persons in April),2008,1 - 4 years,Both sexes,Thousand,252
Population Estimates (Persons in April),2008,1 - 4 years,Male,Thousand,129
Population Estimates (Persons in April),2008,1 - 4 years,Female,Thousand,123
Population Estimates (Persons in April),2008,5 - 9 years,Both sexes,Thousand,306
Population Estimates (Persons in April),2008,5 - 9 years,Male,Thousand,156
Population Estimates (Persons in April),2008,5 - 9 years,Female,Thousand,150
Population Estimates (Persons in April),2008,10 - 14 years,Both sexes,Thousand,283
Population Estimates (Persons in April),2008,10 - 14 years,Male,Thousand,145
Population Estimates (Persons in April),2008,10 - 14 years,Female,Thousand,138
Population Estimates (Persons in April),2008,15 - 19 years,Both sexes,Thousand,296
Population Estimates (Persons in April),2008,15 - 19 years,Male,Thousand,150
Population Estimates (Persons in April),2008,15 - 19 years,Female,Thousand,146
Population Estimates (Persons in April),2008,15 - 24 years,Both sexes,Thousand,669
Population Estimates (Persons in April),2008,15 - 24 years,Male,Thousand,336
Population Estimates (Persons in April),2008,15 - 24 years,Female,Thousand,333
Population Estimates (Persons in April),2008,15 years and over,Both sexes,Thousand,3572
Population Estimates (Persons in April),2008,15 years and over,Male,Thousand,1771
Population Estimates (Persons in April),2008,15 years and over,Female,Thousand,1801
Population Estimates (Persons in April),2008,20 - 24 years,Both sexes,Thousand,374
Population Estimates (Persons in April),2008,20 - 24 years,Male,Thousand,187
Population Estimates (Persons in April),2008,20 - 24 years,Female,Thousand,187
Population Estimates (Persons in April),2008,25 - 29 years,Both sexes,Thousand,408
Population Estimates (Persons in April),2008,25 - 29 years,Male,Thousand,205
Population Estimates (Persons in April),2008,25 - 29 years,Female,Thousand,204
Population Estimates (Persons in April),2008,25 - 44 years,Both sexes,Thousand,1440
Population Estimates (Persons in April),2008,25 - 44 years,Male,Thousand,727
Population Estimates (Persons in April),2008,25 - 44 years,Female,Thousand,713
Population Estimates (Persons in April),2008,30 - 34 years,Both sexes,Thousand,370
Population Estimates (Persons in April),2008,30 - 34 years,Male,Thousand,187
Population Estimates (Persons in April),2008,30 - 34 years,Female,Thousand,183
Population Estimates (Persons in April),2008,35 - 39 years,Both sexes,Thousand,349
Population Estimates (Persons in April),2008,35 - 39 years,Male,Thousand,178
Population Estimates (Persons in April),2008,35 - 39 years,Female,Thousand,171
Population Estimates (Persons in April),2008,40 - 44 years,Both sexes,Thousand,314
Population Estimates (Persons in April),2008,40 - 44 years,Male,Thousand,158
Population Estimates (Persons in April),2008,40 - 44 years,Female,Thousand,156
Population Estimates (Persons in April),2008,45 - 49 years,Both sexes,Thousand,289
Population Estimates (Persons in April),2008,45 - 49 years,Male,Thousand,145
Population Estimates (Persons in April),2008,45 - 49 years,Female,Thousand,144
Population Estimates (Persons in April),2008,45 - 64 years,Both sexes,Thousand,979
Population Estimates (Persons in April),2008,45 - 64 years,Male,Thousand,492
Population Estimates (Persons in April),2008,45 - 64 years,Female,Thousand,487
Population Estimates (Persons in April),2008,50 - 54 years,Both sexes,Thousand,258
Population Estimates (Persons in April),2008,50 - 54 years,Male,Thousand,130
Population Estimates (Persons in April),2008,50 - 54 years,Female,Thousand,129
Population Estimates (Persons in April),2008,55 - 59 years,Both sexes,Thousand,233
Population Estimates (Persons in April),2008,55 - 59 years,Male,Thousand,117
Population Estimates (Persons in April),2008,55 - 59 years,Female,Thousand,115
Population Estimates (Persons in April),2008,60 - 64 years,Both sexes,Thousand,200
Population Estimates (Persons in April),2008,60 - 64 years,Male,Thousand,101
Population Estimates (Persons in April),2008,60 - 64 years,Female,Thousand,99
Population Estimates (Persons in April),2008,65 - 69 years,Both sexes,Thousand,150
Population Estimates (Persons in April),2008,65 - 69 years,Male,Thousand,74
Population Estimates (Persons in April),2008,65 - 69 years,Female,Thousand,75
Population Estimates (Persons in April),2008,65 years and over,Both sexes,Thousand,484
Population Estimates (Persons in April),2008,65 years and over,Male,Thousand,216
Population Estimates (Persons in April),2008,65 years and over,Female,Thousand,268
Population Estimates (Persons in April),2008,70 - 74 years,Both sexes,Thousand,122
Population Estimates (Persons in April),2008,70 - 74 years,Male,Thousand,58
Population Estimates (Persons in April),2008,70 - 74 years,Female,Thousand,64
Population Estimates (Persons in April),2008,75 - 79 years,Both sexes,Thousand,95
Population Estimates (Persons in April),2008,75 - 79 years,Male,Thousand,42
Population Estimates (Persons in April),2008,75 - 79 years,Female,Thousand,52
Population Estimates (Persons in April),2008,80 - 84 years,Both sexes,Thousand,66
Population Estimates (Persons in April),2008,80 - 84 years,Male,Thousand,25
Population Estimates (Persons in April),2008,80 - 84 years,Female,Thousand,41
Population Estimates (Persons in April),2008,85 years and over,Both sexes,Thousand,52
Population Estimates (Persons in April),2008,85 years and over,Male,Thousand,16
Population Estimates (Persons in April),2008,85 years and over,Female,Thousand,36
Population Estimates (Persons in April),2008,All ages,Both sexes,Thousand,4485
Population Estimates (Persons in April),2008,All ages,Male,Thousand,2239
Population Estimates (Persons in April),2008,All ages,Female,Thousand,2247
Population Estimates (Persons in April),2009,Under 1 year,Both sexes,Thousand,74
Population Estimates (Persons in April),2009,Under 1 year,Male,Thousand,38
Population Estimates (Persons in April),2009,Under 1 year,Female,Thousand,36
Population Estimates (Persons in April),2009,0 - 4 years,Both sexes,Thousand,335
Population Estimates (Persons in April),2009,0 - 4 years,Male,Thousand,171
Population Estimates (Persons in April),2009,0 - 4 years,Female,Thousand,164
Population Estimates (Persons in April),2009,0 - 14 years,Both sexes,Thousand,936
Population Estimates (Persons in April),2009,0 - 14 years,Male,Thousand,479
Population Estimates (Persons in April),2009,0 - 14 years,Female,Thousand,457
Population Estimates (Persons in April),2009,1 - 4 years,Both sexes,Thousand,262
Population Estimates (Persons in April),2009,1 - 4 years,Male,Thousand,134
Population Estimates (Persons in April),2009,1 - 4 years,Female,Thousand,128
Population Estimates (Persons in April),2009,5 - 9 years,Both sexes,Thousand,311
Population Estimates (Persons in April),2009,5 - 9 years,Male,Thousand,159
Population Estimates (Persons in April),2009,5 - 9 years,Female,Thousand,152
Population Estimates (Persons in April),2009,10 - 14 years,Both sexes,Thousand,291
Population Estimates (Persons in April),2009,10 - 14 years,Male,Thousand,149
Population Estimates (Persons in April),2009,10 - 14 years,Female,Thousand,141
Population Estimates (Persons in April),2009,15 - 19 years,Both sexes,Thousand,294
Population Estimates (Persons in April),2009,15 - 19 years,Male,Thousand,150
Population Estimates (Persons in April),2009,15 - 19 years,Female,Thousand,144
Population Estimates (Persons in April),2009,15 - 24 years,Both sexes,Thousand,649
Population Estimates (Persons in April),2009,15 - 24 years,Male,Thousand,324
Population Estimates (Persons in April),2009,15 - 24 years,Female,Thousand,325
Population Estimates (Persons in April),2009,15 years and over,Both sexes,Thousand,3597
Population Estimates (Persons in April),2009,15 years and over,Male,Thousand,1778
Population Estimates (Persons in April),2009,15 years and over,Female,Thousand,1819
Population Estimates (Persons in April),2009,20 - 24 years,Both sexes,Thousand,354
Population Estimates (Persons in April),2009,20 - 24 years,Male,Thousand,174
Population Estimates (Persons in April),2009,20 - 24 years,Female,Thousand,181
Population Estimates (Persons in April),2009,25 - 29 years,Both sexes,Thousand,401
Population Estimates (Persons in April),2009,25 - 29 years,Male,Thousand,198
Population Estimates (Persons in April),2009,25 - 29 years,Female,Thousand,202
Population Estimates (Persons in April),2009,25 - 44 years,Both sexes,Thousand,1448
Population Estimates (Persons in April),2009,25 - 44 years,Male,Thousand,726
Population Estimates (Persons in April),2009,25 - 44 years,Female,Thousand,722
Population Estimates (Persons in April),2009,30 - 34 years,Both sexes,Thousand,375
Population Estimates (Persons in April),2009,30 - 34 years,Male,Thousand,188
Population Estimates (Persons in April),2009,30 - 34 years,Female,Thousand,186
Population Estimates (Persons in April),2009,35 - 39 years,Both sexes,Thousand,356
Population Estimates (Persons in April),2009,35 - 39 years,Male,Thousand,180
Population Estimates (Persons in April),2009,35 - 39 years,Female,Thousand,176
Population Estimates (Persons in April),2009,40 - 44 years,Both sexes,Thousand,317
Population Estimates (Persons in April),2009,40 - 44 years,Male,Thousand,160
Population Estimates (Persons in April),2009,40 - 44 years,Female,Thousand,157
Population Estimates (Persons in April),2009,45 - 49 years,Both sexes,Thousand,296
Population Estimates (Persons in April),2009,45 - 49 years,Male,Thousand,148
Population Estimates (Persons in April),2009,45 - 49 years,Female,Thousand,148
Population Estimates (Persons in April),2009,45 - 64 years,Both sexes,Thousand,1001
Population Estimates (Persons in April),2009,45 - 64 years,Male,Thousand,503
Population Estimates (Persons in April),2009,45 - 64 years,Female,Thousand,498
Population Estimates (Persons in April),2009,50 - 54 years,Both sexes,Thousand,262
Population Estimates (Persons in April),2009,50 - 54 years,Male,Thousand,132
Population Estimates (Persons in April),2009,50 - 54 years,Female,Thousand,131
Population Estimates (Persons in April),2009,55 - 59 years,Both sexes,Thousand,236
Population Estimates (Persons in April),2009,55 - 59 years,Male,Thousand,119
Population Estimates (Persons in April),2009,55 - 59 years,Female,Thousand,117
Population Estimates (Persons in April),2009,60 - 64 years,Both sexes,Thousand,208
Population Estimates (Persons in April),2009,60 - 64 years,Male,Thousand,105
Population Estimates (Persons in April),2009,60 - 64 years,Female,Thousand,103
Population Estimates (Persons in April),2009,65 - 69 years,Both sexes,Thousand,157
Population Estimates (Persons in April),2009,65 - 69 years,Male,Thousand,78
Population Estimates (Persons in April),2009,65 - 69 years,Female,Thousand,79
Population Estimates (Persons in April),2009,65 years and over,Both sexes,Thousand,499
Population Estimates (Persons in April),2009,65 years and over,Male,Thousand,225
Population Estimates (Persons in April),2009,65 years and over,Female,Thousand,274
Population Estimates (Persons in April),2009,70 - 74 years,Both sexes,Thousand,125
Population Estimates (Persons in April),2009,70 - 74 years,Male,Thousand,60
Population Estimates (Persons in April),2009,70 - 74 years,Female,Thousand,65
Population Estimates (Persons in April),2009,75 - 79 years,Both sexes,Thousand,97
Population Estimates (Persons in April),2009,75 - 79 years,Male,Thousand,44
Population Estimates (Persons in April),2009,75 - 79 years,Female,Thousand,53
Population Estimates (Persons in April),2009,80 - 84 years,Both sexes,Thousand,67
Population Estimates (Persons in April),2009,80 - 84 years,Male,Thousand,26
Population Estimates (Persons in April),2009,80 - 84 years,Female,Thousand,41
Population Estimates (Persons in April),2009,85 years and over,Both sexes,Thousand,54
Population Estimates (Persons in April),2009,85 years and over,Male,Thousand,17
Population Estimates (Persons in April),2009,85 years and over,Female,Thousand,37
Population Estimates (Persons in April),2009,All ages,Both sexes,Thousand,4533
Population Estimates (Persons in April),2009,All ages,Male,Thousand,2257
Population Estimates (Persons in April),2009,All ages,Female,Thousand,2276
Population Estimates (Persons in April),2010,Under 1 year,Both sexes,Thousand,75
Population Estimates (Persons in April),2010,Under 1 year,Male,Thousand,39
Population Estimates (Persons in April),2010,Under 1 year,Female,Thousand,37
Population Estimates (Persons in April),2010,0 - 4 years,Both sexes,Thousand,347
Population Estimates (Persons in April),2010,0 - 4 years,Male,Thousand,178
Population Estimates (Persons in April),2010,0 - 4 years,Female,Thousand,169
Population Estimates (Persons in April),2010,0 - 14 years,Both sexes,Thousand,958
Population Estimates (Persons in April),2010,0 - 14 years,Male,Thousand,491
Population Estimates (Persons in April),2010,0 - 14 years,Female,Thousand,467
Population Estimates (Persons in April),2010,1 - 4 years,Both sexes,Thousand,272
Population Estimates (Persons in April),2010,1 - 4 years,Male,Thousand,139
Population Estimates (Persons in April),2010,1 - 4 years,Female,Thousand,133
Population Estimates (Persons in April),2010,5 - 9 years,Both sexes,Thousand,315
Population Estimates (Persons in April),2010,5 - 9 years,Male,Thousand,161
Population Estimates (Persons in April),2010,5 - 9 years,Female,Thousand,154
Population Estimates (Persons in April),2010,10 - 14 years,Both sexes,Thousand,296
Population Estimates (Persons in April),2010,10 - 14 years,Male,Thousand,152
Population Estimates (Persons in April),2010,10 - 14 years,Female,Thousand,144
Population Estimates (Persons in April),2010,15 - 19 years,Both sexes,Thousand,289
Population Estimates (Persons in April),2010,15 - 19 years,Male,Thousand,148
Population Estimates (Persons in April),2010,15 - 19 years,Female,Thousand,142
Population Estimates (Persons in April),2010,15 - 24 years,Both sexes,Thousand,616
Population Estimates (Persons in April),2010,15 - 24 years,Male,Thousand,308
Population Estimates (Persons in April),2010,15 - 24 years,Female,Thousand,308
Population Estimates (Persons in April),2010,15 years and over,Both sexes,Thousand,3597
Population Estimates (Persons in April),2010,15 years and over,Male,Thousand,1772
Population Estimates (Persons in April),2010,15 years and over,Female,Thousand,1825
Population Estimates (Persons in April),2010,20 - 24 years,Both sexes,Thousand,326
Population Estimates (Persons in April),2010,20 - 24 years,Male,Thousand,160
Population Estimates (Persons in April),2010,20 - 24 years,Female,Thousand,166
Population Estimates (Persons in April),2010,25 - 29 years,Both sexes,Thousand,382
Population Estimates (Persons in April),2010,25 - 29 years,Male,Thousand,186
Population Estimates (Persons in April),2010,25 - 29 years,Female,Thousand,196
Population Estimates (Persons in April),2010,25 - 44 years,Both sexes,Thousand,1444
Population Estimates (Persons in April),2010,25 - 44 years,Male,Thousand,719
Population Estimates (Persons in April),2010,25 - 44 years,Female,Thousand,725
Population Estimates (Persons in April),2010,30 - 34 years,Both sexes,Thousand,381
Population Estimates (Persons in April),2010,30 - 34 years,Male,Thousand,190
Population Estimates (Persons in April),2010,30 - 34 years,Female,Thousand,191
Population Estimates (Persons in April),2010,35 - 39 years,Both sexes,Thousand,360
Population Estimates (Persons in April),2010,35 - 39 years,Male,Thousand,181
Population Estimates (Persons in April),2010,35 - 39 years,Female,Thousand,179
Population Estimates (Persons in April),2010,40 - 44 years,Both sexes,Thousand,322
Population Estimates (Persons in April),2010,40 - 44 years,Male,Thousand,162
Population Estimates (Persons in April),2010,40 - 44 years,Female,Thousand,160
Population Estimates (Persons in April),2010,45 - 49 years,Both sexes,Thousand,301
Population Estimates (Persons in April),2010,45 - 49 years,Male,Thousand,150
Population Estimates (Persons in April),2010,45 - 49 years,Female,Thousand,151
Population Estimates (Persons in April),2010,45 - 64 years,Both sexes,Thousand,1022
Population Estimates (Persons in April),2010,45 - 64 years,Male,Thousand,511
Population Estimates (Persons in April),2010,45 - 64 years,Female,Thousand,511
Population Estimates (Persons in April),2010,50 - 54 years,Both sexes,Thousand,267
Population Estimates (Persons in April),2010,50 - 54 years,Male,Thousand,134
Population Estimates (Persons in April),2010,50 - 54 years,Female,Thousand,134
Population Estimates (Persons in April),2010,55 - 59 years,Both sexes,Thousand,240
Population Estimates (Persons in April),2010,55 - 59 years,Male,Thousand,120
Population Estimates (Persons in April),2010,55 - 59 years,Female,Thousand,119
Population Estimates (Persons in April),2010,60 - 64 years,Both sexes,Thousand,214
Population Estimates (Persons in April),2010,60 - 64 years,Male,Thousand,108
Population Estimates (Persons in April),2010,60 - 64 years,Female,Thousand,106
Population Estimates (Persons in April),2010,65 - 69 years,Both sexes,Thousand,164
Population Estimates (Persons in April),2010,65 - 69 years,Male,Thousand,82
Population Estimates (Persons in April),2010,65 - 69 years,Female,Thousand,82
Population Estimates (Persons in April),2010,65 years and over,Both sexes,Thousand,515
Population Estimates (Persons in April),2010,65 years and over,Male,Thousand,233
Population Estimates (Persons in April),2010,65 years and over,Female,Thousand,282
Population Estimates (Persons in April),2010,70 - 74 years,Both sexes,Thousand,128
Population Estimates (Persons in April),2010,70 - 74 years,Male,Thousand,62
Population Estimates (Persons in April),2010,70 - 74 years,Female,Thousand,66
Population Estimates (Persons in April),2010,75 - 79 years,Both sexes,Thousand,99
Population Estimates (Persons in April),2010,75 - 79 years,Male,Thousand,45
Population Estimates (Persons in April),2010,75 - 79 years,Female,Thousand,54
Population Estimates (Persons in April),2010,80 - 84 years,Both sexes,Thousand,68
Population Estimates (Persons in April),2010,80 - 84 years,Male,Thousand,27
Population Estimates (Persons in April),2010,80 - 84 years,Female,Thousand,41
Population Estimates (Persons in April),2010,85 years and over,Both sexes,Thousand,56
Population Estimates (Persons in April),2010,85 years and over,Male,Thousand,18
Population Estimates (Persons in April),2010,85 years and over,Female,Thousand,39
Population Estimates (Persons in April),2010,All ages,Both sexes,Thousand,4555
Population Estimates (Persons in April),2010,All ages,Male,Thousand,2262
Population Estimates (Persons in April),2010,All ages,Female,Thousand,2293
Population Estimates (Persons in April),2011,Under 1 year,Both sexes,Thousand,73
Population Estimates (Persons in April),2011,Under 1 year,Male,Thousand,37
Population Estimates (Persons in April),2011,Under 1 year,Female,Thousand,36
Population Estimates (Persons in April),2011,0 - 4 years,Both sexes,Thousand,356
Population Estimates (Persons in April),2011,0 - 4 years,Male,Thousand,182
Population Estimates (Persons in April),2011,0 - 4 years,Female,Thousand,174
Population Estimates (Persons in April),2011,0 - 14 years,Both sexes,Thousand,977
Population Estimates (Persons in April),2011,0 - 14 years,Male,Thousand,500
Population Estimates (Persons in April),2011,0 - 14 years,Female,Thousand,477
Population Estimates (Persons in April),2011,1 - 4 years,Both sexes,Thousand,284
Population Estimates (Persons in April),2011,1 - 4 years,Male,Thousand,145
Population Estimates (Persons in April),2011,1 - 4 years,Female,Thousand,139
Population Estimates (Persons in April),2011,5 - 9 years,Both sexes,Thousand,320
Population Estimates (Persons in April),2011,5 - 9 years,Male,Thousand,164
Population Estimates (Persons in April),2011,5 - 9 years,Female,Thousand,156
Population Estimates (Persons in April),2011,10 - 14 years,Both sexes,Thousand,301
Population Estimates (Persons in April),2011,10 - 14 years,Male,Thousand,155
Population Estimates (Persons in April),2011,10 - 14 years,Female,Thousand,147
Population Estimates (Persons in April),2011,15 - 19 years,Both sexes,Thousand,281
Population Estimates (Persons in April),2011,15 - 19 years,Male,Thousand,144
Population Estimates (Persons in April),2011,15 - 19 years,Female,Thousand,137
Population Estimates (Persons in April),2011,15 - 24 years,Both sexes,Thousand,580
Population Estimates (Persons in April),2011,15 - 24 years,Male,Thousand,292
Population Estimates (Persons in April),2011,15 - 24 years,Female,Thousand,287
Population Estimates (Persons in April),2011,15 years and over,Both sexes,Thousand,3598
Population Estimates (Persons in April),2011,15 years and over,Male,Thousand,1771
Population Estimates (Persons in April),2011,15 years and over,Female,Thousand,1828
Population Estimates (Persons in April),2011,20 - 24 years,Both sexes,Thousand,299
Population Estimates (Persons in April),2011,20 - 24 years,Male,Thousand,149
Population Estimates (Persons in April),2011,20 - 24 years,Female,Thousand,150
Population Estimates (Persons in April),2011,25 - 29 years,Both sexes,Thousand,363
Population Estimates (Persons in April),2011,25 - 29 years,Male,Thousand,175
Population Estimates (Persons in April),2011,25 - 29 years,Female,Thousand,188
Population Estimates (Persons in April),2011,25 - 44 years,Both sexes,Thousand,1449
Population Estimates (Persons in April),2011,25 - 44 years,Male,Thousand,718
Population Estimates (Persons in April),2011,25 - 44 years,Female,Thousand,731
Population Estimates (Persons in April),2011,30 - 34 years,Both sexes,Thousand,393
Population Estimates (Persons in April),2011,30 - 34 years,Male,Thousand,195
Population Estimates (Persons in April),2011,30 - 34 years,Female,Thousand,199
Population Estimates (Persons in April),2011,35 - 39 years,Both sexes,Thousand,363
Population Estimates (Persons in April),2011,35 - 39 years,Male,Thousand,182
Population Estimates (Persons in April),2011,35 - 39 years,Female,Thousand,181
Population Estimates (Persons in April),2011,40 - 44 years,Both sexes,Thousand,329
Population Estimates (Persons in April),2011,40 - 44 years,Male,Thousand,166
Population Estimates (Persons in April),2011,40 - 44 years,Female,Thousand,163
